participation_id,date,zone_id,race,sexe,categorie,note_participation,concours_id,lieu_id,type_concours
P001271,2025-10-13,96644757B91545835536411,Barbe,Femelle,Junior,75.3,C0306,L0045,Regional
P001272,2025-02-28,96644757B53703826618026,Pur-Sang Arabe,M,Senior,40.0,C0386,L0005,Qualification
P001273,2025-12-09,96644757B8060198419886,Anglo-Arabe,Male,Senior,71.9,C0036,L0030,Regional
P001274,2025-02-08,96644757B18768670389586,Barbe,Male,Elite,65.35,C0383,L0038,Qualification
P001275,2025-09-23,96644757B36967765471663,Arabe-Barbe,Femelle,Senior,65.39,C0168,L0069,Regional
P001276,2025-12-22,96644757B99021473747258,Arabe,Male,Elite,82.92,C0355,L0017,National
P001277,2025-06-11,96644757B18768670389586,Pur-Sang Arabe,F,Senior,65.22,C0402,L0038,Qualification
P001278,2025-01-21,96644757B9718685225615,Pur-Sang Arabe,Femelle,Elite,68.17,C0125,L0026,Regional
P001279,2025-11-16,96644757B54259280648674,Arabe-Barbe,Femelle,Loisir,69.87,C0130,L0011,Qualification
P001280,2025-03-10,96644757B35891480133263,Barbe,Male,Elite,50.88,C0030,L0008,National
P001281,2025-07-12,96644757B53695376753874,Anglo-Arabe,M,Elite,60.78,C0302,L0028,Qualification
P001282,2025-12-26,96644757B26550498921337,Arabe,Femelle,Loisir,80.99,C0387,L0007,Regional
P001283,2025-09-29,96644757B51161748863193,Arabe-Barbe,F,Junior,45.99,C0205,L0006,Regional
P001284,2025-01-17,96644757B92138134403299,Arabe,M,Elite,64.93,C0081,L0027,Regional
P001285,2025-10-27,96644757B9799798831472,Anglo-Arabe,M,Loisir,64.42,C0158,L0016,Qualification
P001286,2025-02-28,96644757B80339347175881,Pur-Sang Arabe,Male,Senior,90.07,C0202,L0042,Regional
P001287,2025-10-01,96644757B21316479060137,Arabe-Barbe,Female,Junior,75.57,C0458,L0002,Regional
P001288,2025-08-15,96644757B34372354169334,Pur-Sang Arabe,F,Loisir,69.1,C0062,L0023,Qualification
P001289,2025-04-16,96644757B36466177595872,Arabe,Femelle,Junior,81.6,C0172,L0034,Regional
P001290,2025-06-04,96644757B26045285741175,Pur-Sang Arabe,M,Senior,60.84,C0319,L0073,National
P001291,2025-02-13,96644757B62254917052717,Barbe,Femelle,Junior,81.76,C0119,L0048,Regional
P001292,2025-12-27,96644757B69343874835814,Anglo-Arabe,F,Senior,56.37,C0442,L0067,National
P001293,2025-03-28,96644757B9718685225615,Arabe,Male,Senior,80.68,C0454,L0026,Regional
P001294,2025-04-23,96644757B36466177595872,Anglo-Arabe,Female,Senior,64.5,C0190,L0034,Regional
P001295,2025-07-03,96644757B46616002618727,Anglo-Arabe,Femelle,Loisir,59.5,C0373,L0032,National
P001296,2025-09-03,96644757B69343874835814,Arabe-Barbe,Female,Senior,67.78,C0378,L0067,Regional
P001297,2025-07-04,96644757B69656421663665,Arabe,M,Senior,70.37,C0341,L0072,Regional
P001298,2025-07-04,96644757B26045285741175,Pur-Sang Arabe,F,Loisir,63.29,C0094,L0073,Regional
P001299,2025-08-01,96644757B1478822582790,Arabe-Barbe,Female,Loisir,75.71,C0025,L0057,National
P001300,2025-11-10,96644757B18768670389586,Arabe,Femelle,Junior,62.65,C0174,L0038,Regional
P001301,2025-05-25,96644757B2759448404756,Arabe-Barbe,F,Junior,79.43,C0066,L0041,Regional
P001302,2025-10-31,96644757B5863178934624,Arabe-Barbe,F,Elite,76.91,C0146,L0074,Regional
P001303,2025-10-15,96644757B99920267922653,Barbe,Female,Loisir,68.35,C0319,L0022,Regional
P001304,2025-12-17,96644757B92138134403299,Pur-Sang Arabe,Female,Senior,68.18,C0294,L0027,National
P001305,2025-11-30,96644757B88930410593624,Arabe-Barbe,Female,Junior,71.13,C0105,L0068,Regional
P001306,2025-10-19,96644757B15248572972708,Barbe,M,Elite,77.74,C0009,L0029,Qualification
P001307,2025-04-01,96644757B89687162507810,Anglo-Arabe,Female,Elite,88.74,C0113,L0018,National
P001308,2025-10-10,96644757B27397508075839,Anglo-Arabe,Female,Senior,78.4,C0227,L0043,Qualification
P001309,2025-09-26,96644757B25874170222857,Arabe-Barbe,Male,Loisir,79.47,C0389,L0025,National
P001310,2025-04-16,96644757B69343874835814,Barbe,M,Elite,98.0,C0183,L0067,Regional
P001311,2025-09-05,96644757B36967765471663,Arabe,Male,Elite,78.73,C0143,L0069,Qualification
P001312,2025-04-03,96644757B34372354169334,Arabe-Barbe,Femelle,Elite,79.51,C0276,L0023,National
P001313,2025-07-10,96644757B41522516415054,Arabe-Barbe,M,Elite,79.99,C0036,L0040,National
P001314,2025-10-18,96644757B5863178934624,Arabe-Barbe,M,Senior,62.4,C0113,L0074,Regional
P001315,2025-03-10,96644757B71822601453569,Barbe,Female,Senior,64.64,C0019,L0056,Regional
P001316,2025-05-03,96644757B99021473747258,Arabe-Barbe,F,Elite,67.04,C0263,L0017,National
P001317,2025-10-18,96644757B91545835536411,Anglo-Arabe,Female,Elite,77.83,C0222,L0045,Regional
P001318,2025-06-15,96644757B40957387644980,Arabe,Male,Senior,71.87,C0291,L0047,National
P001319,2025-12-17,96644757B50122508033550,Arabe-Barbe,M,Junior,72.58,C0308,L0050,Regional
P001320,2025-01-03,96644757B21316479060137,Anglo-Arabe,F,Elite,78.75,C0198,L0002,National
P001321,2025-09-21,96644757B34372354169334,Arabe-Barbe,Femelle,Elite,83.3,C0434,L0023,Regional
P001322,2025-10-25,96644757B60043813814440,Arabe-Barbe,Female,Senior,71.52,C0459,L0065,Regional
P001323,2025-12-02,96644757B85287588144355,Anglo-Arabe,Male,Senior,66.94,C0056,L0019,Regional
P001324,2025-02-27,96644757B34372354169334,Pur-Sang Arabe,Female,Junior,86.02,C0460,L0023,Qualification
P001325,2025-12-26,96644757B25874170222857,Arabe,Male,Loisir,77.45,C0099,L0025,National
P001326,2025-05-24,96644757B54306876372793,Barbe,M,Loisir,58.32,C0124,L0014,Qualification
P001327,2025-05-09,96644757B42104761334354,Arabe-Barbe,Femelle,Senior,70.2,C0265,L0012,National
P001328,2025-05-10,96644757B92138134403299,Barbe,F,Senior,74.25,C0015,L0027,National
P001329,2025-08-21,96644757B99361415702964,Arabe-Barbe,Male,Elite,81.17,C0182,L0066,National
P001330,2025-08-29,96644757B24539393832458,Arabe,Female,Senior,81.02,C0098,L0001,Qualification
P001331,2025-06-22,96644757B99920267922653,Anglo-Arabe,Male,Loisir,71.8,C0241,L0022,Qualification
P001332,2025-01-26,96644757B53703826618026,Pur-Sang Arabe,Male,Junior,71.0,C0407,L0005,National
P001333,2025-12-27,96644757B27397508075839,Barbe,Female,Junior,69.64,C0462,L0043,Regional
P001334,2025-03-23,96644757B85287588144355,Anglo-Arabe,F,Senior,66.9,C0106,L0019,National
P001335,2025-02-04,96644757B39685617616684,Anglo-Arabe,Male,Junior,71.29,C0272,L0060,Regional
P001336,2025-08-07,96644757B53936679900609,Arabe-Barbe,Female,Elite,71.89,C0237,L0044,Regional
P001337,2025-05-31,96644757B4563753155162,Arabe-Barbe,F,Elite,68.06,C0208,L0059,National
P001338,2025-08-13,96644757B62254917052717,Arabe-Barbe,Female,Junior,52.82,C0316,L0048,Qualification
P001339,2025-11-16,96644757B30309850889145,Pur-Sang Arabe,F,Senior,65.49,C0494,L0033,Regional
P001340,2025-02-05,96644757B60043813814440,Barbe,Femelle,Elite,73.7,C0203,L0065,Regional
P001341,2025-04-14,96644757B698999344864,Arabe-Barbe,Femelle,Loisir,71.57,C0033,L0036,Qualification
P001342,2025-07-08,96644757B69656421663665,Pur-Sang Arabe,Female,Senior,65.13,C0458,L0072,Regional
P001343,2025-10-15,96644757B78111329468616,Barbe,Female,Junior,76.31,C0466,L0075,Regional
P001344,2025-08-08,96644757B91545835536411,Arabe-Barbe,Male,Senior,60.56,C0161,L0045,National
P001345,2025-05-20,96644757B63064605054668,Arabe,Femelle,Senior,55.59,C0251,L0051,Qualification
P001346,2025-08-11,96644757B93440982531475,Barbe,M,Elite,67.37,C0431,L0020,National
P001347,2025-12-24,96644757B84561517472973,Pur-Sang Arabe,Male,Senior,77.64,C0252,L0062,National
P001348,2025-06-25,96644757B63064605054668,Barbe,M,Senior,88.74,C0241,L0051,Regional
P001349,2025-11-19,96644757B88930410593624,Pur-Sang Arabe,Femelle,Elite,77.43,C0461,L0068,Regional
P001350,2025-10-12,96644757B56432502406176,Arabe,M,Senior,55.76,C0414,L0021,National
P001351,2025-04-20,96644757B39685617616684,Barbe,Femelle,Junior,71.58,C0254,L0060,Qualification
P001352,2025-04-02,96644757B698999344864,Barbe,Female,Senior,76.95,C0081,L0036,Regional
P001353,2025-10-09,96644757B54306876372793,Arabe,M,Loisir,76.16,C0219,L0014,Regional
P001354,2025-03-17,96644757B25654465299878,Arabe,Femelle,Elite,76.59,C0338,L0013,Regional
P001355,2025-05-03,96644757B27397508075839,Arabe,F,Senior,59.83,C0136,L0043,Regional
P001356,2025-03-27,96644757B75888110493475,Arabe-Barbe,Male,Elite,71.19,C0269,L0024,Regional
P001357,2025-08-10,96644757B35891480133263,Arabe-Barbe,M,Senior,74.25,C0329,L0008,Regional
P001358,2025-04-18,96644757B30309850889145,Anglo-Arabe,F,Senior,77.72,C0043,L0033,National
P001359,2025-08-29,96644757B81090244987905,Barbe,Femelle,Senior,64.98,C0285,L0049,Regional
P001360,2025-12-08,96644757B75888110493475,Anglo-Arabe,Femelle,Junior,67.08,C0369,L0024,National
P001361,2025-10-30,96644757B69656421663665,Anglo-Arabe,Male,Senior,40.56,C0107,L0072,National
P001362,2025-12-13,96644757B4563753155162,Pur-Sang Arabe,Male,Loisir,62.19,C0274,L0059,Qualification
P001363,2025-01-09,96644757B89345886069248,Pur-Sang Arabe,M,Senior,63.28,C0354,L0039,Qualification
P001364,2025-06-16,96644757B25593504689486,Barbe,Female,Loisir,56.98,C0023,L0071,Regional
P001365,2025-03-22,96644757B30309850889145,Pur-Sang Arabe,F,Elite,71.12,C0322,L0033,Regional
P001366,2025-12-02,96644757B54259280648674,Anglo-Arabe,Femelle,Senior,73.08,C0130,L0011,National
P001367,2025-09-17,96644757B64432809888793,Anglo-Arabe,F,Junior,50.66,C0199,L0003,Regional
P001368,2025-04-27,96644757B25593504689486,Barbe,M,Junior,69.33,C0324,L0071,Regional
P001369,2025-07-25,96644757B69656421663665,Anglo-Arabe,F,Junior,58.32,C0003,L0072,Regional
P001370,2025-08-09,96644757B71822601453569,Barbe,M,Senior,73.94,C0009,L0056,Qualification
P001371,2025-06-30,96644757B35891480133263,Anglo-Arabe,Male,Loisir,57.23,C0223,L0008,Regional
P001372,2025-06-23,96644757B34372354169334,Arabe-Barbe,Femelle,Loisir,74.97,C0474,L0023,Regional
P001373,2025-01-21,96644757B12662883146655,Anglo-Arabe,M,Junior,70.99,C0004,L0004,Regional
P001374,2025-06-15,96644757B12662883146655,Anglo-Arabe,Male,Senior,76.85,C0394,L0004,National
P001375,2025-05-08,96644757B85287588144355,Pur-Sang Arabe,Female,Junior,74.88,C0038,L0019,Regional
P001376,2025-10-26,96644757B27397508075839,Barbe,Female,Loisir,66.45,C0244,L0043,Qualification
P001377,2025-11-12,96644757B53703826618026,Arabe,Femelle,Junior,49.78,C0215,L0005,National
P001378,2025-10-01,96644757B5863178934624,Pur-Sang Arabe,Female,Junior,57.72,C0234,L0074,Regional
P001379,2025-01-12,96644757B63187791317705,Anglo-Arabe,Male,Elite,67.01,C0041,L0035,Regional
P001380,2025-11-04,96644757B93440982531475,Arabe,M,Senior,70.77,C0377,L0020,Qualification
P001381,2025-05-25,96644757B89345886069248,Arabe,Femelle,Junior,62.44,C0138,L0039,National
P001382,2025-06-01,96644757B39685617616684,Pur-Sang Arabe,Female,Elite,80.16,C0385,L0060,Regional
P001383,2025-12-11,96644757B75888110493475,Barbe,M,Junior,67.74,C0328,L0024,Regional
P001384,2025-11-13,96644757B12662883146655,Arabe,F,Junior,64.17,C0276,L0004,Regional
P001385,2025-01-19,96644757B12662883146655,Barbe,M,Junior,71.04,C0154,L0004,Regional
P001386,2025-05-12,96644757B90795389022281,Arabe-Barbe,Femelle,Senior,75.02,C0326,L0064,Regional
P001387,2025-10-01,96644757B48127384361052,Arabe-Barbe,Femelle,Loisir,74.2,C0498,L0009,Regional
P001388,2025-07-16,96644757B62254917052717,Anglo-Arabe,Female,Senior,90.45,C0461,L0048,Regional
P001389,2025-04-05,96644757B15248572972708,Pur-Sang Arabe,Female,Elite,65.55,C0458,L0029,Qualification
P001390,2025-07-11,96644757B4563753155162,Pur-Sang Arabe,Male,Senior,67.67,C0110,L0059,National
P001391,2025-11-13,96644757B53703826618026,Pur-Sang Arabe,Femelle,Elite,69.41,C0293,L0005,Qualification
P001392,2025-03-23,96644757B88930410593624,Anglo-Arabe,Femelle,Loisir,69.38,C0199,L0068,National
P001393,2025-09-30,96644757B52871738396395,Barbe,Femelle,Senior,61.62,C0483,L0053,National
P001394,2025-09-26,96644757B36466177595872,Arabe,Male,Loisir,53.07,C0475,L0034,Regional
P001395,2025-11-20,96644757B9799798831472,Anglo-Arabe,Male,Elite,63.31,C0434,L0016,National
P001396,2025-04-19,96644757B5863178934624,Arabe,Female,Elite,61.75,C0082,L0074,Regional
P001397,2025-03-20,96644757B34372354169334,Arabe,M,Senior,57.4,C0160,L0023,National
P001398,2025-07-19,96644757B99662254658575,Pur-Sang Arabe,Male,Elite,62.7,C0355,L0037,Qualification
P001399,2025-07-13,96644757B8060198419886,Anglo-Arabe,Male,Senior,61.82,C0375,L0030,Qualification
P001400,2025-05-30,96644757B89687162507810,Arabe-Barbe,M,Loisir,73.96,C0175,L0018,Regional
P001401,2025-10-12,96644757B46616002618727,Arabe,Female,Loisir,75.79,C0069,L0032,National
P001402,2025-10-19,96644757B42104761334354,Pur-Sang Arabe,Male,Senior,64.29,C0069,L0012,Regional
P001403,2025-03-31,96644757B24539393832458,Anglo-Arabe,Femelle,Loisir,69.31,C0342,L0001,Regional
P001404,2025-10-18,96644757B99920267922653,Arabe,Femelle,Loisir,50.37,C0227,L0022,Regional
P001405,2025-03-26,96644757B48127384361052,Arabe-Barbe,M,Senior,66.01,C0246,L0009,Regional
P001406,2025-05-29,96644757B46616002618727,Arabe,F,Junior,73.77,C0407,L0032,National
P001407,2025-01-10,96644757B60043813814440,Arabe-Barbe,Female,Junior,81.38,C0009,L0065,Regional
P001408,2025-05-05,96644757B25654465299878,Barbe,Male,Junior,64.07,C0377,L0013,Regional
P001409,2025-12-16,96644757B24539393832458,Barbe,F,Junior,82.43,C0137,L0001,Qualification
P001410,2025-06-11,96644757B48127384361052,Pur-Sang Arabe,Male,Loisir,55.79,C0465,L0009,National
P001411,2025-09-17,96644757B89345886069248,Barbe,Female,Junior,56.05,C0477,L0039,Regional
P001412,2025-02-09,96644757B56432502406176,Arabe,Male,Elite,77.54,C0251,L0021,National
P001413,2025-08-20,96644757B99662254658575,Pur-Sang Arabe,M,Elite,87.37,C0158,L0037,National
P001414,2025-05-16,96644757B64432809888793,Barbe,F,Elite,78.19,C0117,L0003,Regional
P001415,2025-09-29,96644757B25874170222857,Arabe,M,Junior,69.31,C0091,L0025,National
P001416,2025-12-05,96644757B52167870329218,Anglo-Arabe,F,Senior,55.47,C0499,L0031,Qualification
P001417,2025-07-14,96644757B30309850889145,Arabe-Barbe,Femelle,Elite,49.24,C0094,L0033,Regional
P001418,2025-02-07,96644757B80339347175881,Arabe,Male,Senior,73.92,C0223,L0042,Regional
P001419,2025-06-23,96644757B4563753155162,Arabe-Barbe,Male,Junior,64.82,C0240,L0059,Regional
P001420,2025-02-14,96644757B698999344864,Barbe,F,Elite,63.33,C0339,L0036,Qualification
P001421,2025-06-14,96644757B90795389022281,Barbe,Femelle,Junior,73.41,C0421,L0064,Regional
P001422,2025-01-23,96644757B41522516415054,Anglo-Arabe,F,Senior,74.1,C0279,L0040,Regional
P001423,2025-08-22,96644757B93440982531475,Arabe-Barbe,Femelle,Senior,80.29,C0379,L0020,Qualification
P001424,2025-04-24,96644757B89687162507810,Arabe-Barbe,Male,Senior,69.49,C0283,L0018,National
P001425,2025-03-15,96644757B25874170222857,Anglo-Arabe,F,Loisir,82.0,C0218,L0025,Regional
P001426,2025-01-07,96644757B91545835536411,Arabe-Barbe,M,Junior,71.43,C0079,L0045,Regional
P001427,2025-11-21,96644757B85287588144355,Barbe,Male,Loisir,72.48,C0105,L0019,Regional
P001428,2025-11-02,96644757B36967765471663,Anglo-Arabe,Male,Loisir,84.22,C0216,L0069,Qualification
P001429,2025-10-24,96644757B698999344864,Anglo-Arabe,Femelle,Senior,64.6,C0023,L0036,Regional
P001430,2025-01-22,96644757B60043813814440,Arabe-Barbe,M,Senior,98.0,C0158,L0065,Regional
P001431,2025-05-08,96644757B21390270390615,Pur-Sang Arabe,Female,Junior,76.65,C0231,L0052,National
P001432,2025-12-21,96644757B9718685225615,Arabe,F,Loisir,73.75,C0236,L0026,Regional
P001433,2025-07-31,96644757B89687162507810,Barbe,Femelle,Elite,73.37,C0407,L0018,Regional
P001434,2025-02-16,96644757B71822601453569,Arabe-Barbe,M,Junior,87.85,C0483,L0056,Qualification
P001435,2025-02-21,96644757B25874170222857,Arabe-Barbe,M,Senior,77.64,C0365,L0025,Regional
P001436,2025-04-07,96644757B85287588144355,Pur-Sang Arabe,Female,Junior,57.58,C0040,L0019,Qualification
P001437,2025-12-21,96644757B6720908192283,Arabe,M,Senior,84.46,C0204,L0070,National
P001438,2025-03-03,96644757B99662254658575,Pur-Sang Arabe,M,Senior,67.25,C0365,L0037,Regional
P001439,2025-11-26,96644757B12662883146655,Arabe-Barbe,Femelle,Junior,74.89,C0297,L0004,National
P001440,2025-09-05,96644757B18768670389586,Barbe,Femelle,Loisir,55.69,C0229,L0038,National
P001441,2025-12-03,96644757B63187791317705,Arabe-Barbe,Male,Senior,78.11,C0218,L0035,National
P001442,2025-10-29,96644757B60043813814440,Pur-Sang Arabe,Male,Senior,66.62,C0203,L0065,National
P001443,2025-05-02,96644757B90056368806308,Arabe,F,Elite,71.04,C0289,L0054,Regional
P001444,2025-10-30,96644757B91342156363380,Anglo-Arabe,M,Loisir,69.56,C0090,L0015,Regional
P001445,2025-03-03,96644757B42104761334354,Arabe-Barbe,F,Senior,92.58,C0259,L0012,National
P001446,2025-04-17,96644757B10773066300421,Barbe,Male,Loisir,91.48,C0103,L0046,Regional
P001447,2025-03-19,96644757B12662883146655,Arabe-Barbe,Female,Senior,74.29,C0340,L0004,Regional
P001448,2025-02-18,96644757B75888110493475,Arabe-Barbe,M,Loisir,71.18,C0432,L0024,Regional
P001449,2025-02-02,96644757B54259280648674,Barbe,M,Junior,69.9,C0254,L0011,Regional
P001450,2025-03-10,96644757B21316479060137,Barbe,M,Elite,78.94,C0194,L0002,National
P001451,2025-02-13,96644757B36967765471663,Anglo-Arabe,Femelle,Junior,70.28,C0470,L0069,Qualification
P001452,2025-05-19,96644757B26550498921337,Arabe,Male,Loisir,67.17,C0330,L0007,Qualification
P001453,2025-01-27,96644757B24539393832458,Pur-Sang Arabe,Female,Loisir,81.7,C0214,L0001,Regional
P001454,2025-01-23,96644757B6720908192283,Arabe,Female,Senior,65.04,C0015,L0070,Regional
P001455,2025-12-28,96644757B91342156363380,Barbe,Femelle,Senior,72.02,C0008,L0015,Qualification
P001456,2025-02-02,96644757B84561517472973,Pur-Sang Arabe,F,Senior,54.18,C0111,L0062,Regional
P001457,2025-01-28,96644757B64432809888793,Arabe,Female,Senior,80.29,C0118,L0003,National
P001458,2025-01-11,96644757B42104761334354,Arabe-Barbe,Femelle,Elite,92.74,C0360,L0012,National
P001459,2025-02-18,96644757B48127384361052,Barbe,M,Elite,78.16,C0250,L0009,Regional
P001460,2025-07-12,96644757B52871738396395,Anglo-Arabe,Femelle,Senior,81.25,C0499,L0053,Regional
P001461,2025-10-29,96644757B40957387644980,Pur-Sang Arabe,Male,Junior,65.15,C0270,L0047,National
P001462,2025-09-26,96644757B698999344864,Arabe,M,Loisir,76.75,C0451,L0036,Regional
P001463,2025-07-31,96644757B85287588144355,Pur-Sang Arabe,Female,Junior,64.2,C0276,L0019,Qualification
P001464,2025-02-01,96644757B26550498921337,Arabe,M,Elite,69.11,C0179,L0007,National
P001465,2025-10-10,96644757B27397508075839,Arabe-Barbe,M,Junior,76.73,C0357,L0043,Regional
P001466,2025-01-14,96644757B89687162507810,Arabe-Barbe,M,Junior,69.14,C0225,L0018,National
P001467,2025-08-19,96644757B91545835536411,Pur-Sang Arabe,Female,Junior,57.22,C0138,L0045,Regional
P001468,2025-05-30,96644757B21390270390615,Arabe,Male,Senior,59.74,C0237,L0052,Regional
P001469,2025-11-18,96644757B90795389022281,Arabe-Barbe,Femelle,Elite,58.95,C0332,L0064,Qualification
P001470,2025-04-23,96644757B18768670389586,Arabe,Female,Senior,73.39,C0188,L0038,National
P001471,2025-08-22,96644757B24539393832458,Arabe-Barbe,Femelle,Elite,92.55,C0352,L0001,National
P001472,2025-06-10,96644757B99920267922653,Barbe,Female,Elite,82.58,C0490,L0022,Qualification
P001473,2025-07-10,96644757B60043813814440,Pur-Sang Arabe,Male,Junior,54.17,C0206,L0065,National
P001474,2025-12-09,96644757B41522516415054,Arabe-Barbe,M,Junior,87.16,C0148,L0040,Regional
P001475,2025-09-18,96644757B40957387644980,Arabe,Femelle,Elite,82.98,C0201,L0047,Regional
P001476,2025-06-01,96644757B63187791317705,Pur-Sang Arabe,Male,Elite,57.39,C0419,L0035,Regional
P001477,2025-06-13,96644757B25654465299878,Anglo-Arabe,M,Senior,68.17,C0090,L0013,Regional
P001478,2025-09-15,96644757B88930410593624,Barbe,Female,Junior,80.57,C0486,L0068,Regional
P001479,2025-05-07,96644757B70524131405695,Barbe,F,Loisir,80.99,C0207,L0058,National
P001480,2025-03-03,96644757B78111329468616,Barbe,Female,Junior,58.34,C0420,L0075,Regional
P001481,2025-06-20,96644757B60043813814440,Arabe,Male,Elite,79.24,C0393,L0065,National
P001482,2025-01-25,96644757B99920267922653,Anglo-Arabe,Female,Junior,47.58,C0392,L0022,Qualification
P001483,2025-03-03,96644757B93440982531475,Barbe,F,Elite,68.62,C0454,L0020,Qualification
P001484,2025-06-03,96644757B85287588144355,Anglo-Arabe,F,Senior,85.01,C0093,L0019,Regional
P001485,2025-10-18,96644757B36967765471663,Barbe,Male,Elite,73.76,C0297,L0069,Qualification
P001486,2025-10-13,96644757B80339347175881,Pur-Sang Arabe,Female,Junior,67.64,C0050,L0042,Qualification
P001487,2025-04-06,96644757B63187791317705,Barbe,M,Senior,81.74,C0150,L0035,Regional
P001488,2025-06-04,96644757B26045285741175,Barbe,Femelle,Junior,77.99,C0021,L0073,Regional
P001489,2025-02-26,96644757B10773066300421,Anglo-Arabe,F,Elite,84.76,C0341,L0046,Regional
P001490,2025-10-03,96644757B36967765471663,Arabe,Female,Junior,82.32,C0304,L0069,National
